df2293,127.0.0.1,GET,http://localhost/elecciones/web/index_dev.php/rep_gobernador_seccion/graficos/1,1529340454,,200
173596,127.0.0.1,GET,http://localhost/elecciones/web/index_dev.php/rep_gobernador_seccion/graficos/1,1529340574,,200
75b6b2,127.0.0.1,GET,http://localhost/elecciones/web/index_dev.php/rep_gobernador_seccion/graficos/1,1529340694,,200
6f6924,127.0.0.1,GET,http://localhost/elecciones/web/index_dev.php/rep_gobernador_seccion/graficos/1,1529340815,,200
b00a3a,127.0.0.1,GET,http://localhost/elecciones/web/index_dev.php/rep_gobernador_seccion/graficos/1,1529340935,,200
c09e6e,127.0.0.1,GET,http://localhost/elecciones/web/index_dev.php/rep_gobernador_seccion/graficos/1,1529341055,,200
99a92f,127.0.0.1,GET,http://localhost/elecciones/web/index_dev.php/rep_gobernador_seccion/graficos/1,1529341175,,200
333723,127.0.0.1,GET,http://localhost/elecciones/web/index_dev.php/rep_gobernador_seccion/graficos/1,1529341296,,200
010d01,127.0.0.1,GET,http://localhost/elecciones/web/index_dev.php/rep_gobernador_seccion/graficos/1,1529341416,,200
8e3f73,127.0.0.1,GET,http://localhost/elecciones/web/index_dev.php/rep_gobernador_seccion/graficos/1,1529341536,,200
729a30,127.0.0.1,GET,http://localhost/elecciones/web/index_dev.php/rep_gobernador_seccion/graficos/1,1529341657,,200
804199,127.0.0.1,GET,http://localhost/elecciones/web/index_dev.php/rep_gobernador_seccion/graficos/1,1529341778,,200
d6f44a,127.0.0.1,GET,http://localhost/elecciones/web/index_dev.php/rep_gobernador_seccion/graficos/1,1529341899,,200
55d439,127.0.0.1,GET,http://localhost/elecciones/web/index_dev.php/rep_gobernador_seccion/graficos/1,1529342019,,200
e68c1a,127.0.0.1,GET,http://localhost/elecciones/web/index_dev.php/rep_gobernador_seccion/graficos/1,1529342139,,200
147e0b,127.0.0.1,GET,http://localhost/elecciones/web/index_dev.php/rep_gobernador_seccion/graficos/1,1529342278,,200
1e2716,127.0.0.1,GET,http://localhost/elecciones/web/index_dev.php/rep_gobernador_seccion/graficos/1,1529342400,,200
9170f4,127.0.0.1,GET,http://localhost/elecciones/web/index_dev.php/rep_gobernador_seccion/graficos/1,1529342523,,200
f327e2,127.0.0.1,GET,http://localhost/elecciones/web/index_dev.php/rep_gobernador_seccion/graficos/1,1529342646,,200
35abd4,127.0.0.1,GET,http://localhost/elecciones/web/index_dev.php/rep_gobernador_seccion/graficos/1,1529342766,,200
d84f38,127.0.0.1,GET,http://localhost/elecciones/web/index_dev.php/rep_gobernador_seccion/graficos/1,1529342886,,200
52aead,127.0.0.1,GET,http://localhost/elecciones/web/index_dev.php/rep_gobernador_seccion/graficos/1,1529343006,,200
844286,127.0.0.1,GET,http://localhost/elecciones/web/index_dev.php/rep_gobernador_seccion/graficos/1,1529343127,,200
c52167,127.0.0.1,GET,http://localhost/elecciones/web/index_dev.php/rep_gobernador_seccion/graficos/1,1529343247,,200
85ff85,127.0.0.1,GET,http://localhost/elecciones/web/index_dev.php/rep_gobernador_seccion/graficos/1,1529343368,,200
f595e4,127.0.0.1,GET,http://localhost/elecciones/web/index_dev.php/rep_gobernador_seccion/graficos/1,1529343488,,200
2da1da,127.0.0.1,GET,http://localhost/elecciones/web/index_dev.php/rep_gobernador_seccion/graficos/1,1529343608,,200
edcd76,127.0.0.1,GET,http://localhost/elecciones/web/index_dev.php/rep_gobernador_seccion/graficos/1,1529343728,,200
3cfe73,127.0.0.1,GET,http://localhost/elecciones/web/index_dev.php/rep_gobernador_seccion/graficos/1,1529343849,,200
046576,127.0.0.1,GET,http://localhost/elecciones/web/index_dev.php/rep_gobernador_seccion/graficos/1,1529343969,,200
9ec46b,127.0.0.1,GET,http://localhost/elecciones/web/index_dev.php/rep_gobernador_seccion/graficos/1,1529344089,,200
062f91,127.0.0.1,GET,http://localhost/elecciones/web/index_dev.php/rep_gobernador_seccion/graficos/1,1529344209,,200
1a7293,127.0.0.1,GET,http://localhost/elecciones/web/index_dev.php/rep_gobernador_seccion/graficos/1,1529344329,,200
b6b635,127.0.0.1,GET,http://localhost/elecciones/web/index_dev.php/rep_gobernador_seccion/graficos/1,1529344450,,200
e9bf9c,127.0.0.1,GET,http://localhost/elecciones/web/index_dev.php/rep_gobernador_seccion/votos/1,1529586682,,200
e3ec7c,127.0.0.1,GET,http://localhost/elecciones/web/index_dev.php/rep_gobernador_seccion/graficos/1,1529586684,,200
8d5d7a,127.0.0.1,GET,http://localhost/elecciones/web/index_dev.php/rep_gobernador_seccion/porcentajes_ponderado/1,1529586687,,200
6ce1b0,127.0.0.1,GET,http://localhost/elecciones/web/index_dev.php/rep_provincia,1529586698,,200
717465,127.0.0.1,GET,http://localhost/elecciones/web/index_dev.php/provincia,1529586705,,200
173f0e,127.0.0.1,GET,http://localhost/elecciones/web/index_dev.php/mesastestigoprovincia/1,1529586711,,200
a609cd,127.0.0.1,GET,http://localhost/elecciones/web/index_dev.php/provincia,1529586725,,200
a6f03e,127.0.0.1,GET,http://localhost/elecciones/web/index_dev.php/secciones/1,1529586729,,200
14a82e,127.0.0.1,GET,http://localhost/elecciones/web/index_dev.php/circuitos/13,1529586735,,200
31d350,127.0.0.1,GET,http://localhost/elecciones/web/index_dev.php/testigo_accion/2069,1529586741,,200
9dc4de,127.0.0.1,POST,http://localhost/elecciones/web/index_dev.php/mesacargo/cargoagregar,1529586745,,200
6a0572,127.0.0.1,GET,http://localhost/elecciones/web/index_dev.php/mesacarga_elige,1529586750,,200
90c7b5,127.0.0.1,POST,http://localhost/elecciones/web/index_dev.php/mesacarga_elige,1529586756,,200
edcbc0,127.0.0.1,GET,http://localhost/elecciones/web/index_dev.php/mesacarga/3749?categoria=G,1529586757,,200
03f340,127.0.0.1,POST,http://localhost/elecciones/web/index_dev.php/mesacarga/3749?categoria=G,1529586778,,302
e3ae46,127.0.0.1,GET,http://localhost/elecciones/web/index_dev.php/mesacarga_elige,1529586778,,200
01002f,127.0.0.1,GET,http://localhost/elecciones/web/index_dev.php/rep_provincia,1529586783,,200
96daeb,127.0.0.1,GET,http://localhost/elecciones/web/index_dev.php/rep_gobernador_seccion/graficos/1,1529586788,,200
4bc674,127.0.0.1,GET,http://localhost/elecciones/web/index_dev.php/rep_gobernador_seccion/porcentajes/1,1529586790,,200
0b3ad7,127.0.0.1,GET,http://localhost/elecciones/web/index_dev.php/rep_gobernador_seccion/graficos/1,1529586795,,200
637754,127.0.0.1,GET,http://localhost/elecciones/web/index_dev.php/rep_gobernador_seccion/graficos/1,1529586915,,200
88d2a2,127.0.0.1,GET,http://localhost/elecciones/web/index_dev.php/rep_gobernador_seccion/graficos/1,1529587035,,200
ef07d9,127.0.0.1,GET,http://localhost/elecciones/web/index_dev.php/rep_gobernador_seccion/graficos/1,1529587156,,200
d53aaa,127.0.0.1,GET,http://localhost/elecciones/web/index_dev.php/rep_provincia,1529587194,,200
31445a,127.0.0.1,GET,http://localhost/elecciones/web/index_dev.php/provincia,1529587196,,200
1cb5a6,127.0.0.1,GET,http://localhost/elecciones/web/index_dev.php/cargosdiputado/1,1529587200,,200
f4a891,127.0.0.1,POST,http://localhost/elecciones/web/index_dev.php/cargosdiputado_add/1,1529587204,,302
1512ac,127.0.0.1,GET,http://localhost/elecciones/web/index_dev.php/provincia,1529587204,,200
a7b12f,127.0.0.1,GET,http://localhost/elecciones/web/index_dev.php/cargosdiputado/1,1529587209,,200
4b29e6,127.0.0.1,POST,http://localhost/elecciones/web/index_dev.php/cargosdiputado_add/1,1529587215,,302
103e55,127.0.0.1,GET,http://localhost/elecciones/web/index_dev.php/provincia,1529587215,,200
6ecf3e,127.0.0.1,GET,http://localhost/elecciones/web/index_dev.php/cargosdiputado/1,1529587223,,200
34f0f6,127.0.0.1,GET,http://localhost/elecciones/web/index_dev.php/cargosdiputado_delete/8,1529587225,,500
9e3a39,127.0.0.1,GET,http://localhost/elecciones/web/index_dev.php/cargosdiputado_delete/8,1529587363,,500
5ffd21,127.0.0.1,GET,http://localhost/elecciones/web/index_dev.php/cargosdiputado/1,1529587368,,200
89823e,127.0.0.1,GET,http://localhost/elecciones/web/index_dev.php/cargosdiputado/1,1529587379,,200
247fbc,127.0.0.1,GET,http://localhost/elecciones/web/index_dev.php/cargosdiputado_delete/9,1529587381,,302
a7d00f,127.0.0.1,GET,http://localhost/elecciones/web/index_dev.php/cargosdiputado/9,1529587382,,500
4df617,127.0.0.1,GET,http://localhost/elecciones/web/index_dev.php/cargosdiputado/1,1529587395,,200
51b040,127.0.0.1,GET,http://localhost/elecciones/web/index_dev.php/cargosdiputado/1,1529587396,,200
192b88,127.0.0.1,POST,http://localhost/elecciones/web/index_dev.php/cargosdiputado_add/1,1529587400,,302
154f43,127.0.0.1,GET,http://localhost/elecciones/web/index_dev.php/provincia,1529587400,,200
1fb15b,127.0.0.1,GET,http://localhost/elecciones/web/index_dev.php/cargosdiputado/1,1529587407,,200
f1fd34,127.0.0.1,GET,http://localhost/elecciones/web/index_dev.php/cargosdiputado/1,1530011120,,302
ea5728,127.0.0.1,GET,http://localhost/elecciones/web/index_dev.php/login,1530011120,,200
98d604,127.0.0.1,POST,http://localhost/elecciones/web/index_dev.php/login,1530011124,,302
3704ea,127.0.0.1,GET,http://localhost/elecciones/web/index_dev.php/,1530011126,,200
e3f833,127.0.0.1,GET,http://localhost/elecciones/web/index_dev.php/provincia,1530011130,,200
23830e,127.0.0.1,GET,http://localhost/elecciones/web/index_dev.php/cargosdiputado/1,1530011134,,200
c75850,127.0.0.1,POST,http://localhost/elecciones/web/index_dev.php/cargosdiputado_add/1,1530011142,,302
cca1b5,127.0.0.1,GET,http://localhost/elecciones/web/index_dev.php/cargosdiputado/1,1530011142,,200
87e864,127.0.0.1,POST,http://localhost/elecciones/web/index_dev.php/cargosdiputado_add/1,1530011147,,302
9c38d5,127.0.0.1,GET,http://localhost/elecciones/web/index_dev.php/cargosdiputado/1,1530011147,,200
15b9b6,127.0.0.1,GET,http://localhost/elecciones/web/index_dev.php/cargosdiputado/1,1530011704,,500
2adf1e,127.0.0.1,GET,http://localhost/elecciones/web/index_dev.php/cargosdiputado/1,1530011794,,500
a1997b,127.0.0.1,GET,http://localhost/elecciones/web/index_dev.php/cargosdiputado/1,1530011837,,500
ecfa38,127.0.0.1,GET,http://localhost/elecciones/web/index_dev.php/cargosdiputado/1,1530011908,,200
1b9466,127.0.0.1,POST,http://localhost/elecciones/web/index_dev.php/cargosdiputado/filtrosgobernador,1530013701,,405
c93295,127.0.0.1,GET,http://localhost/elecciones/web/index_dev.php/cargosdiputado/1,1530013744,,500
923fdc,127.0.0.1,GET,http://localhost/elecciones/web/index_dev.php/cargosdiputado/1,1530013814,,200
29dedc,127.0.0.1,POST,http://localhost/elecciones/web/index_dev.php/cargosdiputado/filtrosgobernador,1530013818,,405
ee1753,127.0.0.1,GET,http://localhost/elecciones/web/index_dev.php/cargosdiputado/1,1530013881,,200
be727a,127.0.0.1,GET,http://localhost/elecciones/web/index_dev.php/cargosdiputado/1,1530013883,,200
ded67f,127.0.0.1,GET,http://localhost/elecciones/web/index_dev.php/cargosdiputado/1?apellido=mmm&cargo=11&nombre=kkkk,1530013888,,200
676dc3,127.0.0.1,GET,http://localhost/elecciones/web/index_dev.php/cargosdiputado/1?apellido=ooo&cargo=11&nombre=oooooo,1530013893,,200
479524,127.0.0.1,GET,http://localhost/elecciones/web/index_dev.php/cargosdiputado/1?apellido=ooo&cargo=11&nombre=oooooo,1530013993,,200
9427f6,127.0.0.1,GET,http://localhost/elecciones/web/index_dev.php/cargosdiputado/1?apellido=ppp&cargo=11&nombre=oooooo,1530013998,,200
c4114f,127.0.0.1,POST,http://localhost/elecciones/web/index_dev.php/cargosdiputado_logo/1,1530014017,,302
d72adb,127.0.0.1,GET,http://localhost/elecciones/web/index_dev.php/cargosdiputado/1,1530014017,,200
c73255,127.0.0.1,GET,http://localhost/elecciones/web/index_dev.php/cargosdiputado/1,1530014161,,200
e983c7,127.0.0.1,GET,http://localhost/elecciones/web/index_dev.php/cargosdiputado/1?apellido=lll&cargo=10&nombre=%C3%B1%C3%B1%C3%B1,1530014198,,200
26f559,127.0.0.1,POST,http://localhost/elecciones/web/index_dev.php/cargosdiputado_logo/1,1530014203,,302
9088e9,127.0.0.1,GET,http://localhost/elecciones/web/index_dev.php/cargosdiputado/1,1530014203,,200
1cd6c1,127.0.0.1,GET,http://localhost/elecciones/web/index_dev.php/provincia,1530014205,,200
505522,127.0.0.1,GET,http://localhost/elecciones/web/index_dev.php/cargosdiputado/1,1530014209,,200
94efc9,127.0.0.1,GET,http://localhost/elecciones/web/index_dev.php/provincia,1530014210,,200
b29350,127.0.0.1,GET,http://localhost/elecciones/web/index_dev.php/cargosgobernador/1,1530014213,,200
6dcad1,127.0.0.1,GET,http://localhost/elecciones/web/index_dev.php/cargosdiputado/,1530029638,,404
e8cedf,127.0.0.1,GET,http://localhost/elecciones/web/index_dev.php/cargosdiputado/1,1530029640,,302
091f68,127.0.0.1,GET,http://localhost/elecciones/web/index_dev.php/login,1530029640,,200
4b700d,127.0.0.1,POST,http://localhost/elecciones/web/index_dev.php/login,1530029643,,302
83413f,127.0.0.1,GET,http://localhost/elecciones/web/index_dev.php/,1530029643,,200
4f26cd,127.0.0.1,GET,http://localhost/elecciones/web/index_dev.php/provincia,1530029645,,200
793033,127.0.0.1,GET,http://localhost/elecciones/web/index_dev.php/cargosdiputado/1,1530029647,,200
7f3af0,127.0.0.1,POST,http://localhost/elecciones/web/index_dev.php/cargosdiputado_logo/1,1530029657,,302
425665,127.0.0.1,GET,http://localhost/elecciones/web/index_dev.php/cargosdiputado/1,1530029657,,200
a41d89,127.0.0.1,GET,http://localhost/elecciones/web/index_dev.php/cargosdiputado/1?apellido=lll&cargo=12&nombre=llll,1530029663,,200
11eaac,127.0.0.1,POST,http://localhost/elecciones/web/index_dev.php/cargosdiputado_logo/1,1530029668,,302
053c51,127.0.0.1,GET,http://localhost/elecciones/web/index_dev.php/cargosdiputado/1,1530029669,,200
da449d,127.0.0.1,GET,http://localhost/elecciones/web/index_dev.php/mesacarga_elige,1530097859,,200
f974e6,127.0.0.1,GET,http://localhost/elecciones/web/index_dev.php/,1530097861,,302
4cac48,127.0.0.1,GET,http://localhost/elecciones/web/index_dev.php/login,1530097861,,200
9cf58d,127.0.0.1,POST,http://localhost/elecciones/web/index_dev.php/login,1530097863,,302
680e66,127.0.0.1,GET,http://localhost/elecciones/web/index_dev.php/,1530097864,,200
829243,127.0.0.1,GET,http://localhost/elecciones/web/index_dev.php/provincia,1530097865,,200
7a1b44,127.0.0.1,GET,http://localhost/elecciones/web/index_dev.php/secciones/1,1530097870,,200
0a8d34,127.0.0.1,GET,http://localhost/elecciones/web/index_dev.php/circuitos/9,1530097873,,200
098837,127.0.0.1,GET,http://localhost/elecciones/web/index_dev.php/testigo_accion/2021,1530097875,,200
2b0c42,127.0.0.1,POST,http://localhost/elecciones/web/index_dev.php/mesacargo/cargoagregar,1530097902,,200
